text,complexity
A scheduled PowerShell script that archives old files started moving files that don't meet the age criteria. The logic hasn't changed and the server clock is correct.,complex
NTP sync broken on my Windows 11 workstation — clock is 18 minutes behind. Ran w32tm /resync and got error 0x800705B4. Time server is 10.0.0.5. No one else reporting this issue. Single machine problem only,simple
Specific contact's emails always land in junk despite being whitelisted three times.,complex
"New laptop, battery health already at 79%.",simple
Excel crashes when saving to a shared drive.,moderate
LLDP-MED not advertising network policy to my Yealink T46U phone on SW-VOICE-04 port Gi0/7 — phone booting on default VLAN instead of voice VLAN 65. LLDP-MED policy defined on switch but not applying to that port,simple
"After a Citrix upgrade, users in one AD group can launch published apps normally but their session disconnects the moment they try to open a file from a network share within the app. Users in all other groups are unaffected.",complex
QoS DSCP remarking happening incorrectly on SW-DIST-05 ingress — traffic from surveillance VLAN 90 marked CS1 instead of AF41 causing camera feeds to buffer. Policy-map applied to correct interface. Checked class-map match conditions — video traffic classifier may not matching camera source addresses correctly,moderate
Keyboard shortcuts work in all apps except the one used most by this team.,moderate
The office door access system stopped recognizing employee badges after the server was rebooted this morning. Physical key override still works.,complex
A batch file that automates invoice exports stopped working after a Windows update. The script runs but produces an empty output file.,moderate
A backup agent installed on a new server is visible in the backup console but jobs assigned to it never start. Jobs on all other agents run on schedule.,complex
NAT overload rule on SOHO-RTR-01 not translating traffic from my desk segment 192.168.100.0/24 — internet unreachable while 192.168.1.0/24 users work fine. No changes requested from my side this week. Single subnet issue,simple
Application remembers window position on single monitor but forgets it when second is added.,moderate
One page in a multi-page PDF won't print. The rest print correctly.,simple
Autosave keeps creating duplicate files instead of overwriting.,moderate
A digitally signed document is showing as invalid signature on some machines but valid on others. Certificate chain appears complete on all machines.,complex
A web form used for internal requests submits successfully and shows a confirmation page but the submission never appears in the backend database. Error logs are empty.,complex
IPSec tunnel to SITE-PHOENIX failed after ISP IP change on their end — Phase 1 IKE_SA_INIT succeeds but Phase 2 TS negotiation fails with mismatched traffic selectors. Updated crypto ACL on our side to reflect new peer IP but issue persists,moderate
screen goes black suddenly,simple
Scroll bar missing in one application.,simple
Specific report in the internal dashboard shows data from wrong date range for one user.,complex
User needs their personal drive storage quota checked,simple
Find and replace in Word replaces correct text but also changes unrelated formatting.,complex
Two printers with same name on network. Jobs go to wrong one randomly.,complex
Wi-Fi shows connected but browser says no internet.,moderate
User's PDF viewer is opening files in the browser instead of the desktop application,simple
"Same shared inbox, same permissions — one user sees 200 emails, the other sees 80.",complex
External mouse works but built-in trackpad is disabled and can't be re-enabled.,moderate
User's second monitor stopped being detected after they moved to a new desk,simple
User's laptop won't turn on,simple
User's mapped drives appear connected but show red X only on their account.,moderate
Drag and drop stopped working in file explorer.,simple
A monitoring alert keeps firing for high CPU on a server but the process list shows nothing above 20% usage. Metrics from two different tools disagree on actual CPU load.,complex
User says their wallpaper changes every morning.,moderate
"SD-WAN edge EDGE-RETAIL-03 not applying data-center-bound traffic policy — all traffic defaulting to local breakout. Policy pushed from vManage showing ""in sync"" status on device. Rollback and re-push attempted once. Three point-of-sale systems affected at that location",moderate
One specific user's Teams messages deliver to recipients 20 minutes late. Sending looks instant.,complex
App drawer shows duplicate icons for the same application.,simple
Clock widget disappeared from desktop.,simple
User's work phone is not ringing for incoming calls but voicemails are being left,moderate
cloud backup partial files missing,moderate
"After a domain rename, machines that were not re-joined to the domain are showing trust relationship errors. Re-joining fixes it, but three machines can't be rejoined remotely and are in inaccessible locations.",complex
Application only crashes on this user's machine when another specific app is also open.,complex
excel formulas not calculating automatically,moderate
New employee's laptop won't join the domain. Error says 'The specified domain either does not exist or could not be contacted.' Network is reachable and credentials are correct. Another laptop set up the same way joined without issues yesterday.,complex
Auto-correct keeps changing a specific word that's spelled correctly.,simple
Three users in the same building report VPN drops every afternoon but only on Tuesdays.,complex
"After a storage array firmware upgrade, one application's database throws read errors intermittently. Other applications using the same array work fine. No errors in the array's own logs.",complex
"After enabling IPv6 on the internal network, DNS resolution broke for a subset of devices. IPv4-only devices are unaffected. Devices with both stacks resolve some names but not others, with no consistent pattern.",complex
Network drives mount correctly at login but become inaccessible after the machine resumes from hibernation,moderate
An SFTP job that transfers payroll files to a third-party vendor started failing with a key exchange error after the vendor rotated their server keys. Internal SFTP transfers are unaffected. The new key was added to the known hosts file.,complex
LLDP not advertising from my newly provisioned server SRV-APP-09 — show lldp neighbors on connected switch shows nothing for that port. LLDP enabled globally. Server NIC is Intel X710. Suspect LLDP disabled at NIC driver level,simple
"After enforcing TLS 1.3 on internal web servers, an automated health check system started reporting all monitored services as down. The services themselves are accessible and functional.",complex
VPN connects successfully but after about 20 minutes drops without warning. User has to reconnect manually. Happens on both Wi-Fi and wired connection. Didn't happen before last month's firmware update on the router.,complex
"After enabling MFA on a shared service account used by three automated workflows, two workflows adapted successfully but the third fails silently with no error output and no auth log entry.",complex
LLDP table on distribution switch DS-MAIN-01 showing no neighbor for my newly installed workstation on port Gi0/5. Port status is up/up. Device definitely supports LLDP. Suspect port misconfiguration from desk move last week,simple
"Wi-Fi drops only during video calls, not regular browsing.",moderate
NTP stratum mismatch causing authentication failures for three Linux servers — Kerberos rejecting tickets due to 7-minute clock skew. Primary NTP server 10.0.0.1 unreachable from those servers due to new firewall rule added last Friday. Secondary server not configured,moderate
A cloud backup job completes with no errors but restoring from that backup produces files with zero bytes. Direct download from the cloud console shows the same result.,complex
One user's Teams messages are being delivered with a 10 to 15 minute delay. Real-time for everyone else.,moderate
Proxy auto-config script failing for three users after PAC file URL changed last week. Manual proxy entry works fine. Checked WPAD DNS record — it resolves correctly. GPO hasn't propagated to affected machines yet despite force gpupdate run,moderate
User's machine broadcasts on network under someone else's hostname.,complex
server slow response though cpu low maybe io or thread blocking,complex
An automated email report attaches a PDF that is password protected. Recipients have the correct password but cannot open it on mobile devices. Desktop opens it fine.,complex
"After a laptop replacement, user's saved browser passwords didn't migrate over",simple
A backup server that replicates to an offsite location is completing replication but the offsite copy is consistently 6 hours behind despite the schedule showing it runs every 2 hours.,complex
Three users share a machine across shifts. One shift's profile loads for all of them.,complex
webcam not working,simple
USB mouse lags only in one specific corner of the screen.,complex
Folder size shows as 0 bytes but files are visible inside.,moderate
QoS egress shaping policy on WAN interface of RTR-HUB-01 misconfigured — total shaped rate set to 10 Mbps instead of 100 Mbps for the new fiber circuit installed last week. Eight remote sites experiencing congestion. Policy change in CAB review until tomorrow,moderate
User's machine registers keystrokes twice but only in remote desktop sessions.,complex
100 users in area 0 cannot reach resources in area 10. Confirmed Type-7 LSAs present in area 10 database. ABR translation process appears to have regression in new code version,complex
New SSD installed but boot time is slower than old HDD was.,complex
touchpad disabled maybe,simple
cannot copy paste,simple
Spanning tree TCN notifications flooding syslog on VLAN 150 every 6 minutes — counter incrementing rapidly on SW-DIST-01. Identified three access ports without PortFast enabled. Enabled PortFast on two of them — TCNs reduced but not eliminated,moderate
User's work laptop connects to home Wi-Fi but shows no internet access,moderate
User cannot connect to a specific internal website but can reach all other internal and external sites,moderate
"VPN client on my MacBook shows connected but I cannot reach any internal resources. Getting this since yesterday morning. No changes made to laptop. Running Cisco AnyConnect 4.10 — error just says ""network unreachable after tunnel established""",simple
Scanner produces washed-out images for one document type but scans all other documents clearly,moderate
VPN users in the EMEA group policy — six of them lost access to the 172.31.0.0/16 segment after a split-tunnel config change Monday. Pushed updated profile twice. Three users still affected. Others in same group working fine,moderate
Wi-Fi connects but only to 2.4GHz band even when 5GHz is selected.,moderate
QoS policy question — why is my video conferencing traffic getting worse quality than everyone else on the same call? My machine is at 192.168.10.90. Could DSCP markings be wrong just for my NIC somehow?,simple
Right-click menu takes 10 seconds to appear.,moderate
Menu bar disappeared in one application.,simple
New user account created but can't receive external emails. Internal mail works.,moderate
Headset works on the user's personal laptop but produces static on the work laptop,simple
NTP configuration on my Windows server WEB-SRV-04 pointing to wrong time source — showing 10.0.99.1 which doesn't exist. Clock drifting badly. No one else affected. Just need correct NTP server address to configure,simple
User is getting duplicate calendar invites for every meeting,moderate
Zoom video freezes every few minutes. Audio stays connected. Reinstall didn't help.,moderate
"IPSec tunnel SITE-CHICAGO to HQ flapping — Phase 1 up but Phase 2 renegotiates every hour with ""no proposal chosen"" error. Pre-shared keys confirmed matching both sides. Checked crypto ACLs — traffic selectors appear identical. Escalating",moderate
One user's replies in a shared mailbox appear to come from their personal address instead.,complex
"After a proxy config change, internal sites load fine but a handful of SaaS tools return SSL errors. Their certificates are valid and unchanged.",moderate
"After a firewall rule update, one internal application can reach its database but a second application on the same server cannot, despite both using identical connection strings",complex
A virtual desktop session freezes for exactly 5 seconds every time a file is saved to the network location. Local saves are instant. Only one user experiences this despite others using the same VDI pool and file path.,complex
PC clock gains exactly 4 minutes per day.,complex
App font size is correct on all machines except the one with 4K display.,moderate
A user's machine is applying a software restriction policy that prevents them from running a tool their role requires. The policy was not intentionally applied to their account.,moderate
"After rotating API keys for a data pipeline, two downstream jobs resumed normally but a third started writing null values to every field except the primary key. The new key has identical permissions to the old one.",complex
NAT reflection broken for our internal mail server at 10.0.50.10 — internal clients cannot reach it via public MX record IP 198.51.100.88. Direct internal IP works. DNS internal view not configured for that domain. Five email clients affected when using autodiscover,moderate
Right-click on network folder gives properties but size always shows as zero.,simple
New laptop. Nothing installed yet. Already running at 80% CPU.,moderate
Volume control slider moves but output level doesn't change.,simple
Same VPN profile connects in under 5 seconds for everyone except one user who waits 4 minutes.,complex
"Two users share a mailbox. One sees all folders, the other sees only Inbox.",complex
A CI/CD pipeline that deploys to the staging server started failing at the deployment step only on Fridays. Logs show a permission error that doesn't appear on other days.,complex
"Laptop only charges when powered off, not while in use.",moderate
"Connecting to corporate WiFi on my Android phone keeps failing with ""Authentication error"" since password was rotated yesterday. Desktop in same room connects fine. No troubleshooting done yet. Please help me reconnect",simple
All icons on taskbar are correct except one which shows a generic blank icon.,simple
keyboard stopped working,simple
Laptop battery shows 100% but drops to 0 within 10 minutes.,moderate
User needs to know how to set up an out-of-office reply on mobile,simple
VPN connects fine but only this user can't reach the internal wiki. Everyone else is fine.,complex
User's email replies thread under wrong conversations for specific contacts only.,complex
Volume mixer shows app as muted but app plays sound anyway.,complex
User's machine drops off the domain silently every few days. Rejoin fixes it temporarily.,complex
External webcam recognized but shows black screen in every app.,moderate
Webcam light turns on but video feed is black in all apps,moderate
Two servers running the same application version return different responses to identical API requests. Config files appear identical but response discrepancy is consistent and reproducible.,complex
A SaaS platform used by the sales team started logging users out mid-session. Only users authenticating via SSO are affected. Users with local accounts stay logged in.,complex
Page layout view missing from one user's Word ribbon despite same version as colleagues.,moderate
User says files are disappearing from their desktop overnight. No one else has access.,complex
Laptop connected to dock but ethernet through dock not working. Wi-Fi fine.,moderate
Switch port Gi0/24 on SW-HR-02 went err-disabled after I plugged in my new USB-to-Ethernet adapter. Never had this issue before. No one else affected. Port just needs to be re-enabled and investigated,simple
A weekly report emailed to senior management contains correct data for all regions except one which always shows last week's figures. The underlying query pulls fresh data for all regions.,complex
User cannot drag and drop files between two open Explorer windows,moderate
Windows update history shows successful install but feature is still missing.,moderate
Touchpad clicks work but two-finger scroll doesn't.,simple
Taskbar clock disappeared but taskbar is still visible.,simple
User's right-click context menu takes 10 seconds to appear,moderate
"After restoring an Exchange mailbox from backup, the user can send and receive emails but their folder structure is missing. The backup log confirms all folders were included.",complex
api fails only under heavy load hard reproduce locally,complex
User's print queue clears but pages never come out of the printer.,moderate
Laptop resumes from sleep but Wi-Fi takes 5 minutes to reconnect.,moderate
User needs an old archived email thread retrieved from backup,simple
No sound from speakers.,simple
User needs their account unlocked,simple
"Four apps share a login. User changed password in one, now two of the four reject it.",complex
User needs auto-correct turned off in Word,simple
User's machine connects to wrong Wi-Fi SSID automatically despite correct network being in range.,moderate
Packet loss of roughly 6 percent detected on uplink between ACCESS-SW-07 and DIST-SW-02 during morning peak hours only. Off-peak loss is zero. Interface utilization at 40 percent during drops. Checked for duplex mismatch — both sides full duplex,moderate
"After a network switch replacement, devices on VLAN 30 can reach the internet but can't communicate with devices on VLAN 10. Devices on other VLANs are unaffected.",complex
Keyboard works fine except apostrophe key requires two presses.,simple
Laptop screen has a small dead pixel cluster in the corner.,simple
CCTV management software crashes on startup after a Windows Defender definition update. Rolling back the update fixes it but leaves the machine unprotected.,complex
"After a storage migration, some users can open files normally while others see old cached versions. Clearing cache didn't fix it for everyone.",complex
SSL certificate mismatch error on our internal Docker registry at registry.devops.internal — certificate CN is registry.old-domain.internal after domain migration last month. Only affects me since I push images daily. Needs reissue,simple
Second hard drive not showing in File Explorer but visible in Disk Management.,moderate
Copy-paste stopped working system-wide.,simple
User's recent documents list stopped updating.,simple
headphone jack loose,simple
Guest Wi-Fi works fine but corporate network drops every few minutes on same laptop.,complex
"IPSec tunnel between SITE-SEATTLE and SITE-PORTLAND flapping since the ISP provisioned a new circuit — Phase 1 re-keying logs show ""INVALID_KE_PAYLOAD."" DH group mismatch suspected. Checked IKEv2 proposals on both peers — both show group 14. Deeper inspection needed",moderate
A shared drive folder that was working fine yesterday now shows as empty for all users. Files are visible when accessed directly via the server console.,complex
Shared printer works for color but not black and white.,moderate
Database query runs in 2 seconds in the dev environment but takes over 4 minutes in production. Table sizes and indexes are identical. Execution plans differ between environments.,complex
Shared mailbox is accessible in OWA but won't open in Outlook desktop for one specific user,moderate
Webcam works in Teams but not in Zoom.,moderate
A database stored procedure returns correct results when called directly but produces wrong totals when triggered by the application layer. Query parameters look identical in both cases.,complex
"SD-WAN orchestrator migrated to new VM host at 0500 — all 87 edge devices lost control plane connectivity immediately after. Edges in local-policy mode with traffic engineering disabled. Orchestrator reachable via ping. TLS handshake failing on all edges with ""certificate unknown"" error. Control plane completely dark across fabric",complex
VPN connects but user can't reach internal sites. Others on same VPN are fine.,moderate
User's laptop won't detect any Bluetooth devices after a Windows update,moderate
An automated nightly database backup completes successfully but the backup file is always 0 KB in size,complex
DNS not working — can't load any websites but Slack still connects somehow. Tried restarting my computer twice. IP address looks fine showing 10.10.5.77. Haven't touched any settings. Please help urgently,simple
Laptop doesn't charge when connected to the dock but charges fine with direct cable.,moderate
Laptop battery percentage jumps from 40% to 5% without warning then shuts down,moderate
User received an email from their own address that they did not send.,complex
PDF printer is installed but doesn't appear in the print dialog for one specific application,moderate
"Laptop speaker works, but headphones plugged into same jack produce no sound.",simple
folder permissions keep changing,moderate
An API integration between the CRM and billing system stopped syncing customer records. No errors appear in either system's logs and the API credentials are valid.,complex
Browser always opens maximised even when closed as a small window.,simple
File permissions reset to default every time the file is edited.,complex
A vendor's remote access tool is connecting successfully but the screen stays black. Audio and clipboard sharing work fine.,moderate
touchpad lagging,simple
"800 remote users reconnecting. Cleared CRL cache on secondary — 40 percent of users reconnected. Remaining users hitting ""gateway certificate invalid"" error still",complex
Firewall blocking access to our supplier portal vendors.acme.com for my account only. Colleagues on same floor reach it fine. No changes made on my end. Can someone whitelist this URL please?,simple
External hard drive ejects itself after a few minutes.,moderate
vpn drops during file transfer large size,moderate
User needs the font in their Outlook reading pane made larger,simple
"After password reset, user can log in locally but not via remote desktop.",moderate
Touchpad clicks are registering as double-clicks,simple
App icon bounces in taskbar but never opens.,simple
A multi-region cloud deployment started showing higher error rates exclusively in one region after a config update was rolled out uniformly across all regions. Rollback in that region alone has no effect.,complex
Laptop fan is louder than usual even when the machine is idle,moderate
The company intranet homepage loads blank for users in the Sydney office but works fine everywhere else. VPN and direct connections both affected.,complex
Three users in the finance department are getting 'Access Denied' when opening shared Excel files on the network drive. Two other users on the same team can open the files fine. This started after a folder restructure done by the admin last Friday.,complex
Right-click context menu missing the option to open terminal.,simple
Remote session disconnects whenever local machine locks.,moderate
Single user's calendar stopped syncing. Exchange admin sees no errors server-side.,complex
"App opens behind all other windows every time, can't change it.",simple
User can't log into the time-tracking system. Reset password didn't help.,moderate
Bandwidth severely restricted on my laptop's WiFi connection — 802.11ac capable but only negotiating at 54 Mbps. Other laptops on same AP hitting 400 Mbps. Driver likely forcing legacy mode. No config changes made recently,simple
A user's inbox rule that forwards certain emails to a shared mailbox stopped working after their password was changed. The rule is still active and the shared mailbox is accessible.,moderate
pc stuck on login screen,simple
An intrusion detection system started generating alerts for normal internal traffic after a signature update. Whitelisting the flagged IPs clears the alert temporarily but it returns within the hour.,complex
"After switching to a new ISP, outbound emails from the mail server are being rejected by some external domains but not others",complex
